lagsnavn,orgnr,kommune,fylke,adresse,postnummer,poststed,nettstad,kjelde_type,kjelde_url,henta_dato
LUMIÈRE MEDIA UNGDOMSBEDRIFT,936890180,DRAMMEN,Buskerud,"Åssiden videregående skole, Betzy Kjelsbergs vei 280",3028,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936890180,2026-04-27
MARIENLYST UNGDOM,932175401,DRAMMEN,Buskerud,"C/O Bekir Cagdas Cenger, Trollstien 44",3034,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/932175401,2026-04-27
MATINI ZORICA BULAJIC,923349928,DRAMMEN,Buskerud,Arbeidergata 21,3050,MJØNDALEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/923349928,2026-04-27
MATVINN UNGDOMSBEDRIFT,936130879,DRAMMEN,Buskerud,"Drammen videregående skole, Danvikgata 25",3045,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936130879,2026-04-27
MELLOM LINJENE UNGDOMSBEDRIFT,937017138,DRAMMEN,Buskerud,"Drammen Videregående Skole, Danvikgata 25",3045,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937017138,2026-04-27
"MENTAL HELSE UNGDOM DRAMMEN, LIER, RØYKEN, HURUM OG SVELVIK",988460494,DRAMMEN,Buskerud,Telthusgata 8,3044,DRAMMEN,https://www.facebook.no/MentalHelseUngdomDrammen,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/988460494,2026-04-27
MINHAJ UNGDOM BUSKERUD,920817270,DRAMMEN,Buskerud,Postboks 9626 Fjellhagen,3065,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/920817270,2026-04-27
MJØNDALEN BARNE- OG UNGDOMSTEATER,993441457,DRAMMEN,Buskerud,"c/o Linn V Correia Hemmingsen, Moreneveien 21",3058,SOLBERGMOEN,https://Mjøndalenteater.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993441457,2026-04-27
MUSLIMSK FORENT UNGDOM,822796192,DRAMMEN,Buskerud,Gamlebakken 18,3046,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/822796192,2026-04-27
MÅLSPONSOR UNGDOMSBEDRIFT,936891462,DRAMMEN,Buskerud,"Drammen videregående skole, Danvikgata 25",3045,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936891462,2026-04-27
NEDRE EIKER BARNE- OG UNGDOMSTEATER,916909888,DRAMMEN,Buskerud,"c/o Ole Markussen, Marsfeltet 29",3055,KROKSTADELVA,https://www.nebut.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/916909888,2026-04-27
NEDRE EIKER BYGDEKVINNELAG,998877695,DRAMMEN,Buskerud,"c\o Synøve Vinsvold, Snippøra 12",3050,MJØNDALEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/998877695,2026-04-27
NESBYGDA UNGDOMSLAG,920889409,DRAMMEN,Buskerud,Nesvangveien 3,3060,SVELVIK,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/920889409,2026-04-27
NILSEN AKTIVITETER FOR MENNESKER MED ULIKE BISTANDSBEHOV.,919176202,DRAMMEN,Buskerud,Jarlsbergveien 12,3032,DRAMMEN,https://fritidshjelpen.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919176202,2026-04-27
NORSK KENNEL KLUB UNGDOM,929661761,DRAMMEN,Buskerud,"c/o Astrid Bjørnarå, Edvard Stangs gate 25",3014,DRAMMEN,https://www.nkkungdom.com,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/929661761,2026-04-27
NORWAY KANIRES UNGDOM,919425830,DRAMMEN,Buskerud,"c/o Mehmet Polat, Åslyveien 25",3023,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919425830,2026-04-27
NRGY DESIGN UNGDOMSBEDRIFT,937034547,DRAMMEN,Buskerud,"Åssiden videregående skole, Betzy Kjelsbergs vei 267",3028,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937034547,2026-04-27
OLSSON ULF HENNING,981858859,DRAMMEN,Buskerud,Brudeberget 21,3055,KROKSTADELVA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/981858859,2026-04-27
OPTIKER L ERIKSEN AS,911489236,DRAMMEN,Buskerud,Nedre Storgate 3,3015,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/911489236,2026-04-27
PEEK PROOF UNGDOMSBEDRIFT,937344198,DRAMMEN,Buskerud,"Drammen videregående skole, Danvikgata 25",3045,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937344198,2026-04-27
PENSJONISTPARTIETS UNGDOMSLAG - BUSKERUD,935296293,DRAMMEN,Buskerud,Skogliveien 61B,3047,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/935296293,2026-04-27
PENSJONISTPARTIETS UNGDOMSLAG.,934193393,DRAMMEN,Buskerud,Skogliveien 61B,3047,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/934193393,2026-04-27
PRAKTBOKS UNGDOMSBEDRIFT,936894747,DRAMMEN,Buskerud,"Drammen videregående skole, Danvikgata 25",3045,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936894747,2026-04-27
REBOOT UNGDOMSBEDRIFT,936188702,DRAMMEN,Buskerud,"Åssiden videregående skole, Betzy Kjelsbergs vei 267",3028,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936188702,2026-04-27
RECUPUB UNGDOMSBEDRIFT,936599370,DRAMMEN,Buskerud,"Åssiden videregående skole, Betzy Kjelsbergs vei 267",3028,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936599370,2026-04-27
REDENIM UNGDOMSBEDRIFT,936640435,DRAMMEN,Buskerud,"Akademiet Ypsilon vgs., Landfalløya 26",3023,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936640435,2026-04-27
REROPE UNGDOMSBEDRIFT,937201966,DRAMMEN,Buskerud,"Drammen videregående skole, Danvikgata 25",3045,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937201966,2026-04-27
RESPIRO UNGDOMSBEDRIFT,936734677,DRAMMEN,Buskerud,"Drammen videregående skole, Danvikgata 25",3045,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936734677,2026-04-27
ROLF L BAUGE CONSULTING,995183005,DRAMMEN,Buskerud,Peder Buchs gate 29,3014,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/995183005,2026-04-27
RUSSEKALENDERUB UNGDOMSBEDRIFT,937197624,DRAMMEN,Buskerud,"Akademiet videregående skole, Skogliveien 4C",3047,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937197624,2026-04-27
RØSSLYNGVEIEN GRENDELAG SA,914851610,DRAMMEN,Buskerud,Røsslyngveien 25,3030,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/914851610,2026-04-27
S. L. BEAUTY LOUNGE SYLWIA LUDWIG,920715079,DRAMMEN,Buskerud,Landfalløya 34,3023,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/920715079,2026-04-27
SALSA-CASINO DANS WITH L. BENITEZ RONDON,913047176,DRAMMEN,Buskerud,Tomtegata 29,3012,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/913047176,2026-04-27
SAM'S FACILITIES SAMI ULLAH,916922302,DRAMMEN,Buskerud,Åkerveien 22,3024,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/916922302,2026-04-27
SANDE OG SVELVIK FREMSKRITTSPARTIETS UNGDOM,996958078,DRAMMEN,Buskerud,"C/O Silje Helen Sørhaug Johansen, Furusvingen 15",3060,SVELVIK,https://www.vestfold.fpu.no/sande-og-svelvik-fpu/,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/996958078,2026-04-27
SEMTEC AJAZ UL HAQ,998036887,DRAMMEN,Buskerud,Langrand 39,3055,KROKSTADELVA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/998036887,2026-04-27
SENIORHJELPEN UNGDOMSBEDRIFT,936921116,DRAMMEN,Buskerud,"Drammen Videregående Skole, Tordenskiolds gate 63",3044,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936921116,2026-04-27
SIKKERRUSS UNGDOMSBEDRIFT,936783856,DRAMMEN,Buskerud,"Drammen Videregående skole, Danvikgata 25",3045,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936783856,2026-04-27
SIPSENERE UNGDOMSBEDRIFT,937152477,DRAMMEN,Buskerud,"Drammen videregående skole, Danvikgata 25",3045,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937152477,2026-04-27
SNACKHOLDER UNGDOMSBEDRIFT,936946798,DRAMMEN,Buskerud,"Drammen videregående skole, Danvikgata 25",3045,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936946798,2026-04-27
SOLIDARITET UTEN GRENSER,990160406,DRAMMEN,Buskerud,"c/o Lyliane Ndira, Langes gate 5",3044,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/990160406,2026-04-27
SPOTLIGHT MEDIA UNGDOMSBEDRIFT,937033192,DRAMMEN,Buskerud,"Åssiden videregående skole, Betzy Kjelsbergs vei 267",3028,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937033192,2026-04-27
STEFAN L LØVÅS,930334855,DRAMMEN,Buskerud,Vinneslia 26,3057,SOLBERGELVA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/930334855,2026-04-27
STOLT TRE UNGDOMSBEDRIFT,936892884,DRAMMEN,Buskerud,"Åssiden videregående skole, Betzy Kjelsbergs vei 267",3028,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936892884,2026-04-27
SVELVIK UNGDOMSLAG,997439619,DRAMMEN,Buskerud,"c/o Helene Fjellberg, Kirkeveien 3",3075,BERGER,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/997439619,2026-04-27
SVELVIK UNGDOMSSKOLE FAU,928836770,DRAMMEN,Buskerud,"c/o Svelvik Ungdomsskole, Storgaten 124",3060,SVELVIK,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/928836770,2026-04-27
THEMERCH UNGDOMSBEDRIFT,936891012,DRAMMEN,Buskerud,"Drammen videregående skole, Danvikgata 25",3045,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936891012,2026-04-27
THOMSON OUTLET L & L,986108742,DRAMMEN,Buskerud,Thygebakken 6,3046,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/986108742,2026-04-27
"TOTALSERVICE DEN HJELPEN DU TRENGER, L. E INDSETVIKEN ELITE TJENESTER",935129443,DRAMMEN,Buskerud,Sønderålsvei 11,3055,KROKSTADELVA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/935129443,2026-04-27
TRYGGN UNGDOMSBEDRIFT,936190138,DRAMMEN,Buskerud,"Akademiet VGS Drammen, Bygg C, Skogliveien 4C",3047,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936190138,2026-04-27
TSVERKUNOV GRAND COMFORT,936764800,DRAMMEN,Buskerud,Arbeidergata 37,3050,MJØNDALEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936764800,2026-04-27
TYRKISK SAMLAR BARN-OG UNGDOMSKLUBB,995118254,DRAMMEN,Buskerud,Rådhusgata 18,3015,DRAMMEN,https://www.samlardrammen.com,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/995118254,2026-04-27
U-ROCK AS,917333637,DRAMMEN,Buskerud,Hasselveien 27,3025,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/917333637,2026-04-27
U.S. CAR CLUB BUSKERUD,988946516,DRAMMEN,Buskerud,Evjegata 11B,3050,MJØNDALEN,https://www.usccb.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/988946516,2026-04-27
UL UTVIKLING AS,917315124,DRAMMEN,Buskerud,Nedre Torggate 5,3015,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/917315124,2026-04-27
ULF TELLEFSEN,927374285,DRAMMEN,Buskerud,Skonnerten 22,3038,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927374285,2026-04-27
ULLA GARN & BRODERI AS,974802236,DRAMMEN,Buskerud,Schwenckegata 4,3015,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/974802236,2026-04-27
ULLA SVALHEIM SKRIVER,920277292,DRAMMEN,Buskerud,Stubberudveien 1,3031,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/920277292,2026-04-27
ULLERN ATRIUM ANDERS NEUBERTH,922898723,DRAMMEN,Buskerud,Gundesølina 34A,3039,DRAMMEN,https://growthmanager.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/922898723,2026-04-27
UNGDOMMENS HUS SA,931142429,DRAMMEN,Buskerud,Christian Bloms gate 10,3041,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/931142429,2026-04-27
VEIAVANGEN UNGDOMSSKOLE SOSIALKOMITE,920344321,DRAMMEN,Buskerud,Løkkeveien 2,3050,MJØNDALEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/920344321,2026-04-27
VIETNAMESISK BARNE OG UNGDOMS FORENING,986478175,DRAMMEN,Buskerud,Betzy Kjelsbergs vei 144A,3024,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/986478175,2026-04-27
VIKEN UNGDOM,931971506,DRAMMEN,Buskerud,"c/o Aram Mirkani, Sagaveien 12",3050,MJØNDALEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/931971506,2026-04-27
WE CARE OF U AKHGAR,919267976,DRAMMEN,Buskerud,Betzy Kjelsbergs vei 91,3024,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919267976,2026-04-27
ZAPSITE UNGDOMSBEDRIFT,936295886,DRAMMEN,Buskerud,"Åssiden Videregående skole, Betzy Kjelsbergs vei 267",3028,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936295886,2026-04-27
ZUMUNCHI UNGDOMFORENING,920515029,DRAMMEN,Buskerud,"c/o Bashir Osuman, Nedrejordet 59",3028,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/920515029,2026-04-27
ÅSSIDEN UNGDOMSKLUBB,930136433,DRAMMEN,Buskerud,Buskerudveien 142,3027,DRAMMEN,https://www.assiden.no/,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/930136433,2026-04-27
ØKONOMIAKADEMIET UNGDOMSBEDRIFT,936893376,DRAMMEN,Buskerud,"Akademiet VGS Ypsilon, Landfalløya 26",3023,DRAMMEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936893376,2026-04-27
ALVELANDET DOKUMENTARPRODUKSJON ULF MYRVOLD,985511276,FLESBERG,Buskerud,Landerudvegen 15,3624,LYNGDAL I NUMEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/985511276,2026-04-27
BOTNAN GRENDEHUS VEL,930868299,FLESBERG,Buskerud,Lyngdalsvegen 1594,3624,LYNGDAL I NUMEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/930868299,2026-04-27
EMIL L. TEIGEN,933449815,FLESBERG,Buskerud,Stuvstadgrenda 715,3624,LYNGDAL I NUMEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/933449815,2026-04-27
FLESBERG BYGDEKVINNELAG,994552724,FLESBERG,Buskerud,"c/o Marit Stevning, Numedalsvegen 2178",3623,LAMPELAND,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994552724,2026-04-27
FLESBERG BYGDELAG,919140623,FLESBERG,Buskerud,"c/o Bjørnar Ruud Mojaren, Flesbergvegen 14",3620,FLESBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919140623,2026-04-27
GUTERUD GÅRD IDA ULLAND STJERNLØW,925365610,FLESBERG,Buskerud,Ullandsvegen 880,3614,KONGSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/925365610,2026-04-27
L. HELLEBERG,990170479,FLESBERG,Buskerud,Korsvegen 17,3623,LAMPELAND,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/990170479,2026-04-27
LYNGDAL BYGDELAG,813426552,FLESBERG,Buskerud,"c/o Harald Teksle, Bakliroa 47",3624,LYNGDAL I NUMEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/813426552,2026-04-27
NORD ULLAND GÅRD Kari Solibakke Klev,991257039,FLESBERG,Buskerud,Ullandsvegen 752,3614,KONGSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/991257039,2026-04-27
OLE HENRIK ULLAND,921248911,FLESBERG,Buskerud,"Søndre Ulland, Ullandsvegen 800",3614,KONGSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/921248911,2026-04-27
SVENE BYGDEKVINNELAG,918993509,FLESBERG,Buskerud,"c/oKristin Baalerud, Bjønnåsvegen 1",3623,LAMPELAND,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/918993509,2026-04-27
SVERRE ULLAND,997039734,FLESBERG,Buskerud,Ullandsvegen 880,3614,KONGSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/997039734,2026-04-27
SØRE SVENE GRENDEHUS,911805022,FLESBERG,Buskerud,"c/o Erik Rognlie, Ramberg LP, Primskottåsen 14",3614,KONGSBERG,https://www.sore-svene-grendehus.gratisnettside.no/,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/911805022,2026-04-27
TROND ULLAND,991225560,FLESBERG,Buskerud,Kvearvegen 22,3614,KONGSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/991225560,2026-04-27
ULLAND OLE KRISTIAN VED INNEHAVER ODDRUN HOFFART ULLAND,969333341,FLESBERG,Buskerud,Ullandsvegen 800,3614,KONGSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/969333341,2026-04-27
ULLAND THORE JR,969553597,FLESBERG,Buskerud,Kvearvegen 36,3614,KONGSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/969553597,2026-04-27
ULLAND VEL,928736571,FLESBERG,Buskerud,"c/o Signe Ulland Fløtterud, Ullandsvegen 802",3614,KONGSBERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/928736571,2026-04-27
STAVN UNGDOMSLAG,912370216,FLÅ,Buskerud,Stavn,3539,FLÅ,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/912370216,2026-04-27
T. L. NORDHAGEN INVEST AS,930948780,FLÅ,Buskerud,Trommaldvegen 120,3539,FLÅ,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/930948780,2026-04-27
GOL BARNE- OG UNGDOMSKORPS,995480093,GOL,Buskerud,,3550,GOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/995480093,2026-04-27
GOL UNGDOMSLAG,992293527,GOL,Buskerud,"Vonheim, Hemsedalsvegen 21",3550,GOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/992293527,2026-04-27
GREEN MACHINE UNGDOMSBEDRIFT,836599942,GOL,Buskerud,"Gol vidaregåande skule, Gymnasvegen 27",3550,GOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/836599942,2026-04-27
L OG T DA,924058692,GOL,Buskerud,Smylistølvegen 33,3550,GOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/924058692,2026-04-27
LEGAT FOR UNGDOM UNDER UTDANNING STI,990362866,GOL,Buskerud,Gamlevegen 4,3550,GOL,https://www.gol.kommune.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/990362866,2026-04-27
PITCHIFY UNGDOMSBEDRIFT,936292720,GOL,Buskerud,"Gol Videregående skole, Gymnasvegen 27",3550,GOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936292720,2026-04-27
RESTYLE UNGDOMSBEDRIFT,936387659,GOL,Buskerud,"Gol Vidergående Skole, Gymnasvegen 27",3550,GOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936387659,2026-04-27
BULIEN STØLSSAMEIGE,917822158,HEMSEDAL,Buskerud,"c/o Ove Yrstad Vøllo, Grøndalsvegen 692",3560,HEMSEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/917822158,2026-04-27
BULIVEGEN,986705147,HEMSEDAL,Buskerud,"c/o Sindre Taaje Rusto, Hulbakvegen 168",3560,HEMSEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/986705147,2026-04-27
BYGDEDYRET AS,928027406,HEMSEDAL,Buskerud,Seljevegen 20,3560,HEMSEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/928027406,2026-04-27
HEMSEDAL BYGGELAG AS,865161352,HEMSEDAL,Buskerud,Kven,3560,HEMSEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/865161352,2026-04-27
HEMSEDAL SJAKKLUBBS UNGDOM,922572968,HEMSEDAL,Buskerud,"c/o Tor Albrigtsen, Seljevegen 22",3560,HEMSEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/922572968,2026-04-27
KULH (KRISTELIGE UNGDOMSLAG HEMSEDAL),998476895,HEMSEDAL,Buskerud,"c/o Hemsedal sokn, Hemsedalsvegen 2889",3560,HEMSEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/998476895,2026-04-27
SAMHALD UNGDOMSLAG,980440060,HEMSEDAL,Buskerud,Hemsedal Kommunehus,3560,HEMSEDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/980440060,2026-04-27
ARTIST BENTE ULLELAND,915595766,HOL,Buskerud,Siljuvegen 23,3576,HOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915595766,2026-04-27
BULK MARINE AS,994249398,HOL,Buskerud,Hellemovegen 7B,3580,GEILO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994249398,2026-04-27
DAGALI BYGDEKVINNELAG,816787122,HOL,Buskerud,"c/o Lise Håvardsrud, Bygdevegen 101",3588,DAGALI,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/816787122,2026-04-27
DAGALI GRENDELAG,993839868,HOL,Buskerud,Bygdevegen 36,3588,DAGALI,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993839868,2026-04-27
DAGALI UNGDOMSLAG,912593231,HOL,Buskerud,Bygdevegen,3588,DAGALI,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/912593231,2026-04-27
HAUGASTØL OG USTAOSET GRENDELAG,937222726,HOL,Buskerud,"c/o Gro Vindegg, Ustevegen 14",3593,USTAOSET,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937222726,2026-04-27
HOL BYGDEKVINNELAG,993840211,HOL,Buskerud,Holsfjordvegen 39,3576,HOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993840211,2026-04-27
HOL BYGDELISTE,930962198,HOL,Buskerud,"c/o Pål Knutson Medhus, Øvre Holsvegen 103",3576,HOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/930962198,2026-04-27
HOLET OG MOEN GRENDELAG,919909250,HOL,Buskerud,"c/o Knut Medhus, Øvre Holsvegen 105",3576,HOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919909250,2026-04-27
HOVET BYGDEKVINNELAG,920053270,HOL,Buskerud,"c/o Liv Jorunn Øvrejorde, Mogrendvegen 150",3576,HOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/920053270,2026-04-27
JC&L INVEST AS,932691108,HOL,Buskerud,Ustedalen 238,3580,GEILO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/932691108,2026-04-27
KNUT L TRAGETHON,970229396,HOL,Buskerud,Kvisla 30,3580,GEILO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/970229396,2026-04-27
KVISLATUN GRENDEHUS,923853006,HOL,Buskerud,Kvisla 96,3580,GEILO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/923853006,2026-04-27
L. FURUSETH HOLDING AS,925282812,HOL,Buskerud,"c/o Lasse Furuseth, Vestlivegen 50",3580,GEILO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/925282812,2026-04-27
MOEN GRENDEHUS,823539002,HOL,Buskerud,"c/o Liv Jorunn  Øvrejorde, Mogrendvegen 150",3576,HOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/823539002,2026-04-27
SKURDALEN BIL & ELEKTRO Einar L Haugen,954999297,HOL,Buskerud,Nord-Skurdalen 99,3580,GEILO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/954999297,2026-04-27
SKURDALEN BU- OG BYGDELAUG,918719504,HOL,Buskerud,"c/o Britt Haugen, Fjelljom 31",3580,GEILO,https://www.buiskurdalen.com,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/918719504,2026-04-27
SKURDALEN GRENDELAG,821410282,HOL,Buskerud,Fjelljom 21,3580,GEILO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/821410282,2026-04-27
ØSTRE HOL TAMREINLAG A/L,975585832,HOL,Buskerud,,3577,HOVET,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/975585832,2026-04-27
ADVOKAT BJØRN L ZWILGMEYER,927244020,HOLE,Buskerud,Tjernsliveien 11,3538,SOLLIHØGDA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927244020,2026-04-27
BARANAUSKIENE L. LG RENHOLD,920705901,HOLE,Buskerud,Karjolveien 33,3531,KROKKLEIVA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/920705901,2026-04-27
BASKERUDBERGET GRENDELAG,989148486,HOLE,Buskerud,Baskerudberget 25,3531,KROKKLEIVA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/989148486,2026-04-27
CECILIE L HOLDING AS,932225549,HOLE,Buskerud,Dronningveien 2,3531,KROKKLEIVA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/932225549,2026-04-27
DINA L HOLDING AS,932225581,HOLE,Buskerud,Dronningveien 2,3531,KROKKLEIVA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/932225581,2026-04-27
FAU HOLE UNGDOMSSKOLE,937454619,HOLE,Buskerud,Koksrudveien 10,3530,RØYSE,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937454619,2026-04-27
